X,Y,Z
-125.302,-9886.87,-2686.07
-91.3100,-9866.41,-2653.16
-58.0474,-9845.68,-2620.29
-25.5119,-9824.69,-2587.44
6.29887,-9803.46,-2554.64
37.3880,-9781.99,-2521.89
67.7586,-9760.31,-2489.20
97.4146,-9738.42,-2456.58
126.360,-9716.33,-2424.04
154.598,-9694.05,-2391.59
182.135,-9671.60,-2359.24
208.975,-9648.99,-2326.99
235.124,-9626.22,-2294.85
260.586,-9603.32,-2262.84
285.368,-9580.28,-2230.95
309.475,-9557.13,-2199.19
332.914,-9533.86,-2167.58
355.692,-9510.50,-2136.11
377.815,-9487.05,-2104.79
399.289,-9463.52,-2073.63
420.123,-9439.92,-2042.64
440.323,-9416.27,-2011.81
459.897,-9392.56,-1981.16
478.852,-9368.82,-1950.68
497.196,-9345.04,-1920.39
514.937,-9321.24,-1890.28
532.084,-9297.43,-1860.36
548.643,-9273.62,-1830.63
564.624,-9249.80,-1801.10
580.035,-9226.00,-1771.77
594.884,-9202.22,-1742.64
609.179,-9178.46,-1713.72
622.929,-9154.74,-1685.00
636.143,-9131.06,-1656.49
648.830,-9107.43,-1628.19
660.997,-9083.85,-1600.10
672.654,-9060.33,-1572.23
683.810,-9036.88,-1544.57
694.472,-9013.51,-1517.12
704.651,-8990.21,-1489.89
714.354,-8967.01,-1462.88
723.590,-8943.89,-1436.08
732.369,-8920.87,-1409.50
740.698,-8897.95,-1383.14
748.586,-8875.14,-1356.99
756.043,-8852.44,-1331.06
763.076,-8829.85,-1305.35
769.694,-8807.39,-1279.85
775.905,-8785.05,-1254.57
781.719,-8762.84,-1229.50
787.143,-8740.76,-1204.64
792.186,-8718.82,-1180.00
796.856,-8697.02,-1155.57
801.161,-8675.36,-1131.34
805.109,-8653.85,-1107.33
808.708,-8632.48,-1083.52
811.967,-8611.27,-1059.91
814.893,-8590.22,-1036.51
817.493,-8569.32,-1013.31
819.777,-8548.58,-990.309
821.750,-8528.00,-967.505
823.421,-8507.58,-944.896
824.798,-8487.34,-922.481
825.887,-8467.26,-900.257
826.696,-8447.34,-878.222
827.231,-8427.60,-856.373
827.501,-8408.04,-834.709
827.512,-8388.64,-813.227
827.271,-8369.42,-791.925
826.784,-8350.38,-770.799
826.059,-8331.52,-749.849
825.102,-8312.83,-729.070
823.919,-8294.32,-708.462
822.517,-8275.99,-688.020
820.902,-8257.84,-667.743
819.081,-8239.87,-647.628
817.059,-8222.08,-627.672
814.842,-8204.47,-607.873
812.437,-8187.05,-588.228
809.849,-8169.80,-568.735
807.084,-8152.74,-549.390
804.147,-8135.86,-530.192
801.045,-8119.16,-511.137
797.783,-8102.64,-492.223
794.365,-8086.30,-473.447
790.797,-8070.14,-454.807
787.085,-8054.17,-436.299
783.234,-8038.37,-417.922
779.248,-8022.75,-399.673
775.132,-8007.31,-381.549
770.892,-7992.05,-363.547
766.532,-7976.97,-345.665
762.056,-7962.07,-327.900
757.470,-7947.34,-310.250
752.778,-7932.78,-292.713
747.984,-7918.40,-275.285
743.092,-7904.20,-257.964
738.108,-7890.16,-240.748
733.035,-7876.30,-223.635
727.877,-7862.61,-206.621
722.638,-7849.09,-189.705
717.323,-7835.73,-172.885
711.935,-7822.55,-156.156
706.479,-7809.53,-139.519
700.957,-7796.68,-122.970
695.374,-7783.99,-106.506
689.734,-7771.46,-90.1265
684.039,-7759.09,-73.8283
678.294,-7746.89,-57.6094
672.501,-7734.84,-41.4677
666.666,-7722.95,-25.4011
660.789,-7711.22,-9.40755
654.876,-7699.64,6.51509
648.930,-7688.21,22.3688
642.952,-7676.94,38.1556
636.948,-7665.82,53.8773
630.919,-7654.85,69.5360
624.868,-7644.02,85.1334
618.800,-7633.34,100.672
612.716,-7622.81,116.152
606.620,-7612.42,131.577
600.514,-7602.17,146.948
594.401,-7592.06,162.266
588.284,-7582.09,177.534
582.166,-7572.25,192.753
576.048,-7562.56,207.925
569.935,-7552.99,223.050
563.828,-7543.56,238.132
557.730,-7534.26,253.170
551.644,-7525.09,268.168
545.571,-7516.05,283.125
539.515,-7507.13,298.044
533.477,-7498.34,312.926
527.461,-7489.67,327.772
521.467,-7481.12,342.584
515.499,-7472.69,357.362
509.559,-7464.38,372.109
503.649,-7456.18,386.824
497.771,-7448.10,401.510
491.927,-7440.14,416.167
486.120,-7432.28,430.797
480.351,-7424.54,445.400
474.622,-7416.90,459.977
468.936,-7409.37,474.530
463.294,-7401.94,489.060
457.698,-7394.62,503.566
452.150,-7387.40,518.051
446.653,-7380.28,532.515
441.207,-7373.26,546.958
435.815,-7366.33,561.382
430.478,-7359.50,575.788
425.199,-7352.76,590.175
419.979,-7346.12,604.544
414.819,-7339.56,618.897
409.722,-7333.10,633.234
404.689,-7326.72,647.554
399.721,-7320.42,661.860
394.820,-7314.21,676.151
389.989,-7308.08,690.427
385.227,-7302.03,704.690
380.538,-7296.06,718.939
375.922,-7290.17,733.175
371.380,-7284.35,747.398
366.915,-7278.61,761.608
362.527,-7272.94,775.806
358.219,-7267.34,789.992
353.991,-7261.81,804.166
349.844,-7256.34,818.328
345.781,-7250.94,832.478
341.802,-7245.61,846.616
337.908,-7240.34,860.742
334.102,-7235.13,874.857
330.383,-7229.97,888.960
326.754,-7224.88,903.052
323.215,-7219.84,917.131
319.768,-7214.86,931.199
316.414,-7209.93,945.254
313.153,-7205.05,959.297
309.987,-7200.23,973.327
306.917,-7195.45,987.345
303.944,-7190.72,1001.35
301.069,-7186.03,1015.34
298.292,-7181.39,1029.32
295.616,-7176.79,1043.28
293.040,-7172.23,1057.23
290.566,-7167.71,1071.16
288.194,-7163.22,1085.08
285.926,-7158.78,1098.98
283.762,-7154.37,1112.87
281.702,-7149.99,1126.74
279.749,-7145.64,1140.59
277.901,-7141.33,1154.42
276.161,-7137.04,1168.24
274.529,-7132.78,1182.03
273.005,-7128.55,1195.81
271.591,-7124.34,1209.56
270.286,-7120.16,1223.29
269.091,-7116.00,1237.00
268.007,-7111.86,1250.69
267.034,-7107.74,1264.35
266.173,-7103.63,1277.99
265.425,-7099.54,1291.61
264.789,-7095.47,1305.19
264.266,-7091.41,1318.75
263.857,-7087.37,1332.28
263.562,-7083.33,1345.78
263.381,-7079.31,1359.25
263.314,-7075.29,1372.70
263.362,-7071.28,1386.10
263.525,-7067.28,1399.48
263.803,-7063.28,1412.82
264.197,-7059.28,1426.12
264.706,-7055.29,1439.39
265.330,-7051.30,1452.62
266.071,-7047.31,1465.82
266.927,-7043.32,1478.97
267.898,-7039.32,1492.08
268.986,-7035.32,1505.15
270.189,-7031.32,1518.18
271.508,-7027.31,1531.16
272.942,-7023.29,1544.10
274.492,-7019.27,1556.98
276.157,-7015.23,1569.83
277.937,-7011.19,1582.62
279.832,-7007.13,1595.36
281.842,-7003.07,1608.05
283.966,-6998.99,1620.68
286.204,-6994.89,1633.27
288.555,-6990.78,1645.79
291.020,-6986.65,1658.26
293.598,-6982.51,1670.67
296.288,-6978.35,1683.02
299.090,-6974.17,1695.31
302.004,-6969.96,1707.53
305.028,-6965.74,1719.70
308.163,-6961.50,1731.79
311.408,-6957.23,1743.83
314.761,-6952.94,1755.79
318.224,-6948.63,1767.68
321.794,-6944.29,1779.51
325.471,-6939.92,1791.26
329.255,-6935.53,1802.93
333.144,-6931.11,1814.54
337.138,-6926.66,1826.06
341.235,-6922.19,1837.51
345.436,-6917.68,1848.88
349.739,-6913.14,1860.18
354.144,-6908.58,1871.38
358.648,-6903.98,1882.51
363.252,-6899.35,1893.55
367.954,-6894.69,1904.51
372.754,-6889.99,1915.38
377.649,-6885.26,1926.16
382.640,-6880.50,1936.85
387.725,-6875.70,1947.45
392.902,-6870.87,1957.96
398.171,-6866.00,1968.38
403.530,-6861.10,1978.70
408.979,-6856.16,1988.92
414.515,-6851.18,1999.05
420.139,-6846.16,2009.08
425.847,-6841.11,2019.01
431.639,-6836.02,2028.84
437.514,-6830.89,2038.56
443.471,-6825.72,2048.18
449.507,-6820.51,2057.70
455.621,-6815.27,2067.11
461.812,-6809.98,2076.42
468.079,-6804.66,2085.62
474.420,-6799.29,2094.71
480.833,-6793.89,2103.68
487.317,-6788.44,2112.55
493.870,-6782.96,2121.31
500.491,-6777.43,2129.95
507.179,-6771.86,2138.47
513.930,-6766.26,2146.89
520.745,-6760.61,2155.18
527.620,-6754.92,2163.36
534.555,-6749.19,2171.42
541.548,-6743.42,2179.36
548.597,-6737.61,2187.18
555.700,-6731.76,2194.88
562.856,-6725.87,2202.46
570.063,-6719.94,2209.91
577.318,-6713.96,2217.25
584.621,-6707.95,2224.45
591.970,-6701.90,2231.54
599.362,-6695.80,2238.50
606.796,-6689.67,2245.33
614.270,-6683.50,2252.03
621.781,-6677.28,2258.61
629.330,-6671.03,2265.06
636.912,-6664.74,2271.38
644.527,-6658.41,2277.57
652.173,-6652.04,2283.64
659.847,-6645.64,2289.57
667.548,-6639.19,2295.37
675.274,-6632.71,2301.04
683.023,-6626.19,2306.58
690.793,-6619.64,2311.99
698.583,-6613.04,2317.26
706.389,-6606.41,2322.40
714.211,-6599.75,2327.41
722.046,-6593.05,2332.29
729.892,-6586.32,2337.04
737.748,-6579.55,2341.65
745.611,-6572.74,2346.12
753.480,-6565.91,2350.47
761.353,-6559.04,2354.68
769.227,-6552.14,2358.75
777.101,-6545.20,2362.70
784.973,-6538.24,2366.51
792.841,-6531.24,2370.18
800.702,-6524.21,2373.72
808.556,-6517.16,2377.13
816.400,-6510.07,2380.40
824.232,-6502.96,2383.55
832.050,-6495.82,2386.55
839.853,-6488.65,2389.43
847.639,-6481.45,2392.17
855.405,-6474.23,2394.78
863.150,-6466.98,2397.26
870.871,-6459.71,2399.61
878.568,-6452.41,2401.83
886.238,-6445.09,2403.91
893.880,-6437.75,2405.87
901.491,-6430.39,2407.69
909.070,-6423.00,2409.39
916.614,-6415.59,2410.95
924.123,-6408.17,2412.39
931.595,-6400.72,2413.70
939.027,-6393.26,2414.89
946.418,-6385.78,2415.95
953.767,-6378.28,2416.88
961.071,-6370.76,2417.68
968.328,-6363.23,2418.37
975.538,-6355.69,2418.93
982.699,-6348.13,2419.36
989.808,-6340.56,2419.68
996.865,-6332.98,2419.87
1003.87,-6325.38,2419.94
1010.81,-6317.78,2419.90
1017.70,-6310.16,2419.73
1024.53,-6302.53,2419.45
1031.30,-6294.90,2419.05
1038.01,-6287.26,2418.54
1044.65,-6279.61,2417.91
1051.23,-6271.96,2417.17
1057.75,-6264.30,2416.32
1064.19,-6256.64,2415.35
1070.57,-6248.97,2414.28
1076.87,-6241.31,2413.10
1083.11,-6233.63,2411.80
1089.27,-6225.96,2410.41
1095.36,-6218.29,2408.90
1101.37,-6210.62,2407.30
1107.30,-6202.95,2405.59
1113.16,-6195.29,2403.78
1118.93,-6187.62,2401.86
1124.63,-6179.96,2399.85
1130.24,-6172.31,2397.74
1135.78,-6164.66,2395.54
1141.23,-6157.02,2393.24
1146.59,-6149.38,2390.85
1151.87,-6141.75,2388.36
1157.06,-6134.13,2385.78
1162.16,-6126.52,2383.12
1167.18,-6118.93,2380.36
1172.10,-6111.34,2377.52
1176.94,-6103.76,2374.60
1181.68,-6096.20,2371.59
1186.33,-6088.65,2368.50
1190.89,-6081.12,2365.33
1195.35,-6073.60,2362.07
1199.72,-6066.10,2358.75
1204.00,-6058.61,2355.34
1208.18,-6051.14,2351.86
1212.26,-6043.69,2348.31
1216.25,-6036.26,2344.69
1220.13,-6028.84,2340.99
1223.92,-6021.45,2337.23
1227.61,-6014.08,2333.40
1231.20,-6006.73,2329.51
1234.69,-5999.41,2325.55
1238.08,-5992.10,2321.53
1241.37,-5984.83,2317.45
1244.56,-5977.57,2313.32
1247.65,-5970.34,2309.12
1250.63,-5963.14,2304.87
1253.51,-5955.96,2300.57
1256.29,-5948.82,2296.21
1258.97,-5941.70,2291.80
1261.55,-5934.60,2287.35
1264.02,-5927.54,2282.84
1266.38,-5920.51,2278.29
1268.65,-5913.51,2273.70
1270.80,-5906.54,2269.06
1272.86,-5899.60,2264.39
1274.81,-5892.69,2259.67
1276.66,-5885.82,2254.92
1278.40,-5878.98,2250.13
1280.04,-5872.18,2245.31
1281.58,-5865.41,2240.45
1283.01,-5858.67,2235.56
1284.33,-5851.97,2230.64
